# GENERATED by uptake-assets' the_name_guard_cases_file_is_current test.
# Do not hand-edit. Regenerate with:
#   UPTAKE_REGENERATE_NAME_GUARD=1 cargo test -p uptake-assets name_guard
# Read by scripts/control-rust-consts.py, which asserts the Python guard agrees.
# name\tverdict  (verdict is `plain` or `refused`)
Amodel.onnx	plain
B	plain
Bmodel.onnx	plain
C	plain
COM1	refused
COM1.onnx	refused
COM1x	plain
COM2	refused
COM2.onnx	refused
COM2x	plain
COM3	refused
COM3.onnx	refused
COM3x	plain
COM4	refused
COM4.onnx	refused
COM4x	plain
COM5	refused
COM5.onnx	refused
COM5x	plain
COM6	refused
COM6.onnx	refused
COM6x	plain
COM7	refused
COM7.onnx	refused
COM7x	plain
COM8	refused
COM8.onnx	refused
COM8x	plain
COM9	refused
COM9.onnx	refused
COM9x	plain
CON	refused
CON.onnx	refused
CONx	plain
Cmodel.onnx	plain
D	plain
Dmodel.onnx	plain
E	plain
Emodel.onnx	plain
F	plain
Fmodel.onnx	plain
G	plain
Gmodel.onnx	plain
H	plain
Hmodel.onnx	plain
I	plain
Imodel.onnx	plain
J	plain
Jmodel.onnx	plain
K	plain
Kmodel.onnx	plain
L	plain
LPT1	refused
LPT1.onnx	refused
LPT1x	plain
LPT2	refused
LPT2.onnx	refused
LPT2x	plain
LPT3	refused
LPT3.onnx	refused
LPT3x	plain
LPT4	refused
LPT4.onnx	refused
LPT4x	plain
LPT5	refused
LPT5.onnx	refused
LPT5x	plain
LPT6	refused
LPT6.onnx	refused
LPT6x	plain
LPT7	refused
LPT7.onnx	refused
LPT7x	plain
LPT8	refused
LPT8.onnx	refused
LPT8x	plain
LPT9	refused
LPT9.onnx	refused
LPT9x	plain
Lmodel.onnx	plain
M	plain
MODEL.ONNX	plain
Mmodel.onnx	plain
N	plain
NUL	refused
NUL.onnx	refused
NULx	plain
Nmodel.onnx	plain
O	plain
Omodel.onnx	plain
P	plain
PRN	refused
PRN.onnx	refused
PRNx	plain
Pmodel.onnx	plain
Q	plain
Qmodel.onnx	plain
R	plain
Rmodel.onnx	plain
S	plain
Smodel.onnx	plain
T	plain
Tmodel.onnx	plain
U	plain
Umodel.onnx	plain
V	plain
Vmodel.onnx	plain
W	plain
Wmodel.onnx	plain
X	plain
Xmodel.onnx	plain
Y	plain
Ymodel.onnx	plain
Z	plain
Zmodel.onnx	plain
[	plain
[model.onnx	plain
\\	refused
\\model.onnx	refused
]	plain
]model.onnx	plain
^	plain
^model.onnx	plain
_	plain
_model.onnx	plain
`	plain
`model.onnx	plain
a	plain
aa	plain
aaaaaaaa	plain
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	plain
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	plain
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	plain
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	plain
amodel.onnx	plain
aux	refused
aux.onnx	refused
b	plain
bmodel.onnx	plain
c	plain
cmodel.onnx	plain
com1	refused
com1.onnx	refused
com2	refused
com2.onnx	refused
com3	refused
com3.onnx	refused
com4	refused
com4.onnx	refused
com5	refused
com5.onnx	refused
com6	refused
com6.onnx	refused
com7	refused
com7.onnx	refused
com8	refused
com8.onnx	refused
com9	refused
com9.onnx	refused
con	refused
con.onnx	refused
d	plain
dmodel.onnx	plain
e	plain
emodel.onnx	plain
f	plain
fmodel.onnx	plain
g	plain
gmodel.onnx	plain
h	plain
hmodel.onnx	plain
i	plain
imodel.onnx	plain
j	plain
jmodel.onnx	plain
k	plain
kmodel.onnx	plain
l	plain
lmodel.onnx	plain
lpt1	refused
lpt1.onnx	refused
lpt2	refused
lpt2.onnx	refused
lpt3	refused
lpt3.onnx	refused
lpt4	refused
lpt4.onnx	refused
lpt5	refused
lpt5.onnx	refused
lpt6	refused
lpt6.onnx	refused
lpt7	refused
lpt7.onnx	refused
lpt8	refused
lpt8.onnx	refused
lpt9	refused
lpt9.onnx	refused
m	plain
mmodel.onnx	plain
mo\x00del.onnx	plain
mo\x01del.onnx	plain
mo\x02del.onnx	plain
mo\x03del.onnx	plain
mo\x04del.onnx	plain
mo\x05del.onnx	plain
mo\x06del.onnx	plain
mo\x07del.onnx	plain
mo\x08del.onnx	plain
mo\tdel.onnx	plain
mo\ndel.onnx	plain
mo\x0bdel.onnx	plain
mo\x0cdel.onnx	plain
mo\rdel.onnx	plain
mo\x0edel.onnx	plain
mo\x0fdel.onnx	plain
mo\x10del.onnx	plain
mo\x11del.onnx	plain
mo\x12del.onnx	plain
mo\x13del.onnx	plain
mo\x14del.onnx	plain
mo\x15del.onnx	plain
mo\x16del.onnx	plain
mo\x17del.onnx	plain
mo\x18del.onnx	plain
mo\x19del.onnx	plain
mo\x1adel.onnx	plain
mo\x1bdel.onnx	plain
mo\x1cdel.onnx	plain
mo\x1ddel.onnx	plain
mo\x1edel.onnx	plain
mo\x1fdel.onnx	plain
mo del.onnx	plain
mo!del.onnx	plain
mo"del.onnx	plain
mo#del.onnx	plain
mo$del.onnx	plain
mo%del.onnx	plain
mo&del.onnx	plain
mo'del.onnx	plain
mo(del.onnx	plain
mo)del.onnx	plain
mo*del.onnx	plain
mo+del.onnx	plain
mo,del.onnx	plain
mo-del.onnx	plain
mo.del.onnx	plain
mo/del.onnx	refused
mo0del.onnx	plain
mo1del.onnx	plain
mo2del.onnx	plain
mo3del.onnx	plain
mo4del.onnx	plain
mo5del.onnx	plain
mo6del.onnx	plain
mo7del.onnx	plain
mo8del.onnx	plain
mo9del.onnx	plain
mo:del.onnx	refused
mo;del.onnx	plain
mo<del.onnx	plain
mo=del.onnx	plain
mo>del.onnx	plain
mo?del.onnx	plain
mo@del.onnx	plain
moAdel.onnx	plain
moBdel.onnx	plain
moCdel.onnx	plain
moDdel.onnx	plain
moEdel.onnx	plain
moFdel.onnx	plain
moGdel.onnx	plain
moHdel.onnx	plain
moIdel.onnx	plain
moJdel.onnx	plain
moKdel.onnx	plain
moLdel.onnx	plain
moMdel.onnx	plain
moNdel.onnx	plain
moOdel.onnx	plain
moPdel.onnx	plain
moQdel.onnx	plain
moRdel.onnx	plain
moSdel.onnx	plain
moTdel.onnx	plain
moUdel.onnx	plain
moVdel.onnx	plain
moWdel.onnx	plain
moXdel.onnx	plain
moYdel.onnx	plain
moZdel.onnx	plain
mo[del.onnx	plain
mo\\del.onnx	refused
mo]del.onnx	plain
mo^del.onnx	plain
mo_del.onnx	plain
mo`del.onnx	plain
moadel.onnx	plain
mobdel.onnx	plain
mocdel.onnx	plain
moddel.onnx	plain
model\x00.onnx	plain
model\x01.onnx	plain
model\x02.onnx	plain
model\x03.onnx	plain
model\x04.onnx	plain
model\x05.onnx	plain
model\x06.onnx	plain
model\x07.onnx	plain
model\x08.onnx	plain
model\t.onnx	plain
model\n.onnx	plain
model\x0b.onnx	plain
model\x0c.onnx	plain
model\r.onnx	plain
model\x0e.onnx	plain
model\x0f.onnx	plain
model\x10.onnx	plain
model\x11.onnx	plain
model\x12.onnx	plain
model\x13.onnx	plain
model\x14.onnx	plain
model\x15.onnx	plain
model\x16.onnx	plain
model\x17.onnx	plain
model\x18.onnx	plain
model\x19.onnx	plain
model\x1a.onnx	plain
model\x1b.onnx	plain
model\x1c.onnx	plain
model\x1d.onnx	plain
model\x1e.onnx	plain
model\x1f.onnx	plain
model .onnx	plain
model!.onnx	plain
model".onnx	plain
model#.onnx	plain
model$.onnx	plain
model%.onnx	plain
model&.onnx	plain
model'.onnx	plain
model(.onnx	plain
model).onnx	plain
model*.onnx	plain
model+.onnx	plain
model,.onnx	plain
model-.onnx	plain
model..onnx	plain
model.onnx	plain
model.onnx\x00	plain
model.onnx\x01	plain
model.onnx\x02	plain
model.onnx\x03	plain
model.onnx\x04	plain
model.onnx\x05	plain
model.onnx\x06	plain
model.onnx\x07	plain
model.onnx\x08	plain
model.onnx\t	plain
model.onnx\n	plain
model.onnx\x0b	plain
model.onnx\x0c	plain
model.onnx\r	plain
model.onnx\x0e	plain
model.onnx\x0f	plain
model.onnx\x10	plain
model.onnx\x11	plain
model.onnx\x12	plain
model.onnx\x13	plain
model.onnx\x14	plain
model.onnx\x15	plain
model.onnx\x16	plain
model.onnx\x17	plain
model.onnx\x18	plain
model.onnx\x19	plain
model.onnx\x1a	plain
model.onnx\x1b	plain
model.onnx\x1c	plain
model.onnx\x1d	plain
model.onnx\x1e	plain
model.onnx\x1f	plain
model.onnx 	refused
model.onnx!	plain
model.onnx"	plain
model.onnx#	plain
model.onnx$	plain
model.onnx%	plain
model.onnx&	plain
model.onnx'	plain
model.onnx(	plain
model.onnx)	plain
model.onnx*	plain
model.onnx+	plain
model.onnx,	plain
model.onnx-	plain
model.onnx.	refused
model.onnx/	refused
model.onnx0	plain
model.onnx1	plain
model.onnx2	plain
model.onnx3	plain
model.onnx4	plain
model.onnx5	plain
model.onnx6	plain
model.onnx7	plain
model.onnx8	plain
model.onnx9	plain
model.onnx:	refused
model.onnx;	plain
model.onnx<	plain
model.onnx=	plain
model.onnx>	plain
model.onnx?	plain
model.onnx@	plain
model.onnxA	plain
model.onnxB	plain
model.onnxC	plain
model.onnxD	plain
model.onnxE	plain
model.onnxF	plain
model.onnxG	plain
model.onnxH	plain
model.onnxI	plain
model.onnxJ	plain
model.onnxK	plain
model.onnxL	plain
model.onnxM	plain
model.onnxN	plain
model.onnxO	plain
model.onnxP	plain
model.onnxQ	plain
model.onnxR	plain
model.onnxS	plain
model.onnxT	plain
model.onnxU	plain
model.onnxV	plain
model.onnxW	plain
model.onnxX	plain
model.onnxY	plain
model.onnxZ	plain
model.onnx[	plain
model.onnx\\	refused
model.onnx]	plain
model.onnx^	plain
model.onnx_	plain
model.onnx`	plain
model.onnxa	plain
model.onnxb	plain
model.onnxc	plain
model.onnxd	plain
model.onnxe	plain
model.onnxf	plain
model.onnxg	plain
model.onnxh	plain
model.onnxi	plain
model.onnxj	plain
model.onnxk	plain
model.onnxl	plain
model.onnxm	plain
model.onnxn	plain
model.onnxo	plain
model.onnxp	plain
model.onnxq	plain
model.onnxr	plain
model.onnxs	plain
model.onnxt	plain
model.onnxu	plain
model.onnxv	plain
model.onnxw	plain
model.onnxx	plain
model.onnxy	plain
model.onnxz	plain
model.onnx{	plain
model.onnx|	plain
model.onnx}	plain
model.onnx~	plain
model.onnx\x7f	plain
model.onnx 	plain
model.onnxé	plain
model.onnx　	plain
model.onnx𐀀	plain
model/.onnx	refused
model0.onnx	plain
model1.onnx	plain
model2.onnx	plain
model3.onnx	plain
model4.onnx	plain
model5.onnx	plain
model6.onnx	plain
model7.onnx	plain
model8.onnx	plain
model9.onnx	plain
model:.onnx	refused
model;.onnx	plain
model<.onnx	plain
model=.onnx	plain
model>.onnx	plain
model?.onnx	plain
model@.onnx	plain
modelA.onnx	plain
modelB.onnx	plain
modelC.onnx	plain
modelD.onnx	plain
modelE.onnx	plain
modelF.onnx	plain
modelG.onnx	plain
modelH.onnx	plain
modelI.onnx	plain
modelJ.onnx	plain
modelK.onnx	plain
modelL.onnx	plain
modelM.onnx	plain
modelN.onnx	plain
modelO.onnx	plain
modelP.onnx	plain
modelQ.onnx	plain
modelR.onnx	plain
modelS.onnx	plain
modelT.onnx	plain
modelU.onnx	plain
modelV.onnx	plain
modelW.onnx	plain
modelX.onnx	plain
modelY.onnx	plain
modelZ.onnx	plain
model[.onnx	plain
model\\.onnx	refused
model].onnx	plain
model^.onnx	plain
model_.onnx	plain
model`.onnx	plain
modela.onnx	plain
modelb.onnx	plain
modelc.onnx	plain
modeld.onnx	plain
modele.onnx	plain
modelf.onnx	plain
modelg.onnx	plain
modelh.onnx	plain
modeli.onnx	plain
modelj.onnx	plain
modelk.onnx	plain
modell.onnx	plain
modelm.onnx	plain
modeln.onnx	plain
modelo.onnx	plain
modelp.onnx	plain
modelq.onnx	plain
modelr.onnx	plain
models.onnx	plain
modelt.onnx	plain
modelu.onnx	plain
modelv.onnx	plain
modelw.onnx	plain
modelx.onnx	plain
modely.onnx	plain
modelz.onnx	plain
model{.onnx	plain
model|.onnx	plain
model}.onnx	plain
model~.onnx	plain
model\x7f.onnx	plain
model .onnx	plain
modelé.onnx	plain
model　.onnx	plain
model𐀀.onnx	plain
moedel.onnx	plain
mofdel.onnx	plain
mogdel.onnx	plain
mohdel.onnx	plain
moidel.onnx	plain
mojdel.onnx	plain
mokdel.onnx	plain
moldel.onnx	plain
momdel.onnx	plain
mondel.onnx	plain
moodel.onnx	plain
mopdel.onnx	plain
moqdel.onnx	plain
mordel.onnx	plain
mosdel.onnx	plain
motdel.onnx	plain
moudel.onnx	plain
movdel.onnx	plain
mowdel.onnx	plain
moxdel.onnx	plain
moydel.onnx	plain
mozdel.onnx	plain
mo{del.onnx	plain
mo|del.onnx	plain
mo}del.onnx	plain
mo~del.onnx	plain
mo\x7fdel.onnx	plain
mo del.onnx	plain
moédel.onnx	plain
mo　del.onnx	plain
mo𐀀del.onnx	plain
n	plain
nmodel.onnx	plain
nul	refused
nul.onnx	refused
o	plain
omodel.onnx	plain
p	plain
pmodel.onnx	plain
prn	refused
prn.onnx	refused
q	plain
qmodel.onnx	plain
r	plain
rmodel.onnx	plain
s	plain
smodel.onnx	plain
t	plain
tmodel.onnx	plain
u	plain
umodel.onnx	plain
v	plain
vmodel.onnx	plain
w	plain
wmodel.onnx	plain
x	plain
xAUX	plain
xCOM1	plain
xCOM2	plain
xCOM3	plain
xCOM4	plain
xCOM5	plain
xCOM6	plain
xCOM7	plain
xCOM8	plain
xCOM9	plain
xCON	plain
xLPT1	plain
xLPT2	plain
xLPT3	plain
xLPT4	plain
xLPT5	plain
xLPT6	plain
xLPT7	plain
xLPT8	plain
xLPT9	plain
xNUL	plain
xPRN	plain
xmodel.onnx	plain
y	plain
ymodel.onnx	plain
z	plain
zmodel.onnx	plain
{	plain
{model.onnx	plain
|	plain
|model.onnx	plain
}	plain
}model.onnx	plain
~	plain
~model.onnx	plain
\x7f	plain
\x7fmodel.onnx	plain
 	plain
 model.onnx	plain
é	plain
émodel.onnx	plain
　	plain
　model.onnx	plain
𐀀	plain
𐀀model.onnx	plain
